Tweets,Timestamp
"RT @BadmintonTalk: INDONESIA #INA Men's Singles Rises Again!

Anthony Sinisuka Ginting has become the FIRST Indonesian MS player to reach t…",2021-07-31 07:26:27
"RT @BadmintonTalk: Anthony Ginting: ""The points were so close in the last game, both of use were nervous, wanting to win but when I won I j…",2021-07-31 07:26:27
"RT @rapplerdotcom: EMOTIONAL WIN. 🥊💪🏻🇵🇭

Winning moment for Filipina boxer Nesthy Petecio as she now has a chance to capture another #gold…",2021-07-31 07:26:27
"RT @rapplerdotcom: A WIN AWAY FROM GOLD 🥊💪🏻🇵🇭

BREAKING NEWS. Philippines' Nesthy Petecio earns a spot in the gold-medal match of #Tokyo202…",2021-07-31 07:26:27
"RT @addojunr: On God!!

🇬🇭Benjamin Azamati makes his Olympics debut tomorrow in100m 

Retweet = Amen 🔥🔥

#Neverquestiongreatness 

#Tokyo20…",2021-07-31 07:26:27
RT @TIRATHSRAWAT: Today in #Tokyo2020 #KamalpreetKaur has qualified for Women's Discus Throw final. We are all proud of you. Best wishes in…,2021-07-31 07:26:26
"RT @joshuacheptege1: I’m very grateful for today’s silver medal at the Olympic Games 10,000m. I want to thank everyone for supporting me al…",2021-07-31 07:26:26
RT @LMorgan21: I'm at the #tennis at #Tokyo2020 this afternoon prior to the women's gold medal match later on tonight. #NovakDjokovic a set…,2021-07-31 07:26:26
"RT @ddsportschannel: PV Sindhu claims it! 💥Storms into the semifinal of #Tokyo2020 after a win over Yamaguchi 

#TeamIndia at #Olympics #Ba…",2021-07-31 07:26:26
"RT @BadmintonTalk: And she achieves her life-long dream

And she breaks all the history

And she breaks all the losing streak

And she guid…",2021-07-31 07:26:26
"RT @BadmintonTalk: Anthony Ginting: ""The points were so close in the last game, both of use were nervous, wanting to win but when I won I j…",2021-07-31 07:26:26
"RT @BadmintonTalk: QUARTER FINALS - MS
Anthony Sinisuka Ginting #INA vs Anders Antonsen #DEN

21-18 15-21 21-18 GINTING HAS WON IT!!!

INDO…",2021-07-31 07:26:26
RT @CBCOlympics: Alexandre Despatie says he knows what it's like to be in Simone Biles' shoes and feel something just isn't right before co…,2021-07-31 07:26:25
"RT @stadiumastro: NUR DHABITAH IS THROUGH TO THE FINAL!

#Tokyo2020 #SokongMalaysia #GanbatteMalaysia https://t.co/F7reg8ztlu",2021-07-31 07:26:25
"RT @ManUtd: Next target: #Tokyo2020 semi-finals 🎯

Good luck to @AmadDiallo_19 and @EricBailly24 🇨🇮

#MUFC https://t.co/3Db0rblHGl",2021-07-31 07:26:24
"RT @MPNaveenJindal: This is great news from #TeamIndia at #Tokyo2020 . Kamalpreet Kaur has qualified for Women’s Discus Throw finals. 

Wis…",2021-07-31 07:26:24
"RT @INQUIRERSports: LOOK: SHOT FOR GOLD 🥇

Nesthy Petecio cut down Irma Testa to size to march into the gold medal round of the women’s fea…",2021-07-31 07:26:24
"RT @rapplerdotcom: EMOTIONAL WIN. 🥊💪🏻🇵🇭

Winning moment for Filipina boxer Nesthy Petecio as she now has a chance to capture another #gold…",2021-07-31 07:26:24
"RT @BadmintonTalk: Anthony Ginting: ""The points were so close in the last game, both of use were nervous, wanting to win but when I won I j…",2021-07-31 07:26:23
RT @PinasVolleyball: On his third attempt EJ Obiena clears 5.75m in the Pole Vault Qualifications in #Tokyo2020 #Athletics https://t.co/tGf…,2021-07-31 07:26:23
"RT @BadmintonTalk: #Tokyo2020 #Badminton MS SEMIFINAL
1 Aug 2021

Anthony Sinisuka Ginting #INA vs Chen Long #CHN

H2H: 8-4

Last Meeting:…",2021-07-31 07:26:23
RT @skymods: Dirty South Korean TV crew interfered with the game by lighting up the eyes of the Japanese players. The world now knows that…,2021-07-31 07:26:23
"RT @ANCALERTS: Nesthy Petecio, Carlo Paalam, and EJ Obiena brought sunshine to the Philippines on Saturday, advancing to the next rounds of…",2021-07-31 07:26:23
"RT @Ph_Towncrier: Any lie here? 
They even tax our calls wen dem no know how hard e be to buy credit 😑

#BBNaija EFCC Blessing Okagbare. Ab…",2021-07-31 07:26:22
"RT @BadmintonTalk: INDONESIA #INA Men's Singles Rises Again!

Anthony Sinisuka Ginting has become the FIRST Indonesian MS player to reach t…",2021-07-31 07:26:22
"RT @stadiumastro: NUR DHABITAH IS THROUGH TO THE FINAL!

#Tokyo2020 #SokongMalaysia #GanbatteMalaysia https://t.co/F7reg8ztlu",2021-07-31 07:26:22
Today we want to celebrate the President of Triathlon Zimbabwe David Ellis. Ellis was appointed by World Triathlon… https://t.co/WTx1f2ctDP,2021-07-31 07:26:22
"RT @bwfmedia: MS:🏅🏅🏅🏅🏅🏅
WS:🏅🏅🏅🏅
MD:🏅🏅🏅🏅🏅🏅
XD:🏅🏅🏅

Set is now complete, Indonesia 🇮🇩 have confirmed their first women's doubles medal in Oly…",2021-07-31 07:26:22
"RT @rapplerdotcom: A WIN AWAY FROM GOLD 🥊💪🏻🇵🇭

BREAKING NEWS. Philippines' Nesthy Petecio earns a spot in the gold-medal match of #Tokyo202…",2021-07-31 07:26:21
"RT @WeAreTeamIndia: #TokyoTakeover ft. @BajrangPunia 
🅝🅞🅦 🅛🅞🅐🅓🅘🅝🅖...

#TeamIndia  #Tokyo2020 

PS: For best views, stay tuned to the 📺",2021-07-31 07:26:21
"RT @BadmintonTalk: Anthony Ginting: ""The points were so close in the last game, both of use were nervous, wanting to win but when I won I j…",2021-07-31 07:26:20
"RT @onenewsph: ""Gagawin ko po 'yung best ko para sa gold."" 🥇

Nesthy Petecio of #PHI thanks her supporters after advancing to the women's f…",2021-07-31 07:26:20
"RT @Devin_Heroux: ICED, ICED, COFFEE, BABY! 

Saturday. 

Let’s. Goooooooo. #Tokyo2020 https://t.co/gHfG4clGYf",2021-07-31 07:26:19
"RT @mygovindia: Woah! What a performance! 🤩

64.00m massive throw puts India's #KamalpreetKaur in the Women's #DiscusThrow FINALS! 🔥

Let's…",2021-07-31 07:26:19
"RT @stadiumastro: NUR DHABITAH IS THROUGH TO THE FINAL!

#Tokyo2020 #SokongMalaysia #GanbatteMalaysia https://t.co/F7reg8ztlu",2021-07-31 07:26:19
RT @dryedmangoez: Nesthy Petecio WINS! An amazing comeback in an exciting match which guarantees her a SILVER medal and a chance at the GOL…,2021-07-31 07:26:19
"RT @BadmintonTalk: INDONESIA #INA Men's Singles Rises Again!

Anthony Sinisuka Ginting has become the FIRST Indonesian MS player to reach t…",2021-07-31 07:26:19
"RT @ABSCBNNews: Championship Tuesday for Team Philippines?

Nesthy Petecio is assured of a silver medal, but eyeing gold. Meanwhile, EJ Obi…",2021-07-31 07:26:19
"RT @BadmintonTalk: INDONESIA #INA Men's Singles Rises Again!

Anthony Sinisuka Ginting has become the FIRST Indonesian MS player to reach t…",2021-07-31 07:26:19
RT @dryedmangoez: Nesthy Petecio WINS! An amazing comeback in an exciting match which guarantees her a SILVER medal and a chance at the GOL…,2021-07-31 07:26:19
"RT @stadiumastro: NUR DHABITAH IS THROUGH TO THE FINAL!

#Tokyo2020 #SokongMalaysia #GanbatteMalaysia https://t.co/F7reg8ztlu",2021-07-31 07:26:19
"RT @BadmintonTalk: Anders Antonsen: ""I felt good out there but it was a tough match. I didn't handle the drift too well, I made too many mi…",2021-07-31 07:26:18
"RT @BadmintonTalk: Greysia Polii: ""And that's when Apriyani came. And then we won Korea Open and Thailand Open and that’s how fast we came.…",2021-07-31 07:26:18
"RT @BadmintonTalk: Anders Antonsen: ""I felt good out there but it was a tough match. I didn't handle the drift too well, I made too many mi…",2021-07-31 07:26:18
"RT @BadmintonTalk: INDONESIA #INA Men's Singles Rises Again!

Anthony Sinisuka Ginting has become the FIRST Indonesian MS player to reach t…",2021-07-31 07:26:18
"RT @Tokyo2020hi: 🇮🇳 𝗪𝗢𝗡-dana!

2️⃣/2️⃣ successful penalty corner attempts by #IND's Vandana Katariya in their clash against #RSA today! She…",2021-07-31 07:26:18
So much joy. So much pain. So much hilarity. #Olympics #Tokyo2020 https://t.co/QNqlfBvjSb,2021-07-31 07:26:17
"RT @ABSCBNNews: FINALS BOUND! #PHI EJ Obiena stays in medal contention for the pole vault event in the #Tokyo2020 #Olympics

For results an…",2021-07-31 07:26:17
"RT @virendersehwag: KAMAAL kar diya aapne #KamalpreetKaur .
Two more days and we can witness HISTORY! #Tokyo2020 https://t.co/oh1337mnVP",2021-07-31 07:26:17
"RT @VVSLaxman281: Rio 2016 &amp; London 2012 gold medalist threw 63.75m as her best. #KamalpreetKaur, in her Olympic debut threw 64m.
Awesome p…",2021-07-31 07:26:17
"RT @TeamCanada: After today's medal at #Tokyo2020, Kylie Masse is now the 4th woman to win 🥈 in the 100m &amp; 200m backstroke at the same Olym…",2021-07-31 07:26:17
"RT @INQUIRERSports: LOOK: SHOT FOR GOLD 🥇

Nesthy Petecio cut down Irma Testa to size to march into the gold medal round of the women’s fea…",2021-07-31 07:26:16
"RT @BadmintonTalk: INDONESIA #INA Men's Singles Rises Again!

Anthony Sinisuka Ginting has become the FIRST Indonesian MS player to reach t…",2021-07-31 07:26:16
"RT @rapplerdotcom: EMOTIONAL WIN. 🥊💪🏻🇵🇭

Winning moment for Filipina boxer Nesthy Petecio as she now has a chance to capture another #gold…",2021-07-31 07:26:16
"RT @Tokyo2020hi: 🇮🇳 𝗪𝗢𝗡-dana!

2️⃣/2️⃣ successful penalty corner attempts by #IND's Vandana Katariya in their clash against #RSA today! She…",2021-07-31 07:26:16
"RT @stadiumastro: NUR DHABITAH IS THROUGH TO THE FINAL!

#Tokyo2020 #SokongMalaysia #GanbatteMalaysia https://t.co/F7reg8ztlu",2021-07-31 07:26:16
"RT @BadmintonTalk: Anthony Ginting: ""First of all I thank God I can play well today and without any injury. I think the key was my performa…",2021-07-31 07:26:15
"RT @KirenRijiju: Please don't forget to note down India's action packed schedule at #Tokyo2020 Olympics on 31st July, 2021. #Cheer4India 🇮🇳…",2021-07-31 07:26:15
"RT @Tokyo2020hi: 🇮🇳 𝗪𝗢𝗡-dana!

2️⃣/2️⃣ successful penalty corner attempts by #IND's Vandana Katariya in their clash against #RSA today! She…",2021-07-31 07:26:15
RT @AndreLoweJA: The Jamaican management team is in the process of appealing Leah Nugent's lane violation disqualification from her heat ea…,2021-07-31 07:26:14
"RT @rapplerdotcom: A WIN AWAY FROM GOLD 🥊💪🏻🇵🇭

BREAKING NEWS. Philippines' Nesthy Petecio earns a spot in the gold-medal match of #Tokyo202…",2021-07-31 07:26:13
RT @borahaedef7: ok since everyone is talking abt lee zii jia can we appreciate this adorable guy too ? SOH WOOI YIK I MEANN SOOOO ADORABLE…,2021-07-31 07:26:13
"RT @BadmintonTalk: INDONESIA #INA Men's Singles Rises Again!

Anthony Sinisuka Ginting has become the FIRST Indonesian MS player to reach t…",2021-07-31 07:26:12
Dhabitah finals we go 🦾💦 #diving3m #Tokyo2020,2021-07-31 07:26:12
"RT @BadmintonTalk: ANOTHER HISTORY FOR INDONESIA!!

Greysia Polii/Apriyani Rahayu has become the

FIRST EVER Indonesian Women's Doubles pai…",2021-07-31 07:26:12
That was masterclass by Chen Long #Badminton #Tokyo2020 #Olympics,2021-07-31 07:26:12
RT @skymods: Dirty South Korean TV crew interfered with the game by lighting up the eyes of the Japanese players. The world now knows that…,2021-07-31 07:26:12
"RT @WeAreTeamIndia: #TeamIndia  | #Tokyo2020 | #Athletics  

A 64m long throw lands National Record Holder #KamalpreetKaur in the Finals of…",2021-07-31 07:26:11
"RT @BadmintonTalk: History Maker

#Olympics Medalist and Finalist

No Women's Doubles pair from Indonesia #INA has ever done this before in…",2021-07-31 07:26:11
"RT @ilaydasupremacy: he's an icon, he's a legend, and he is the moment. 
#Tokyo2020 #metegazoz https://t.co/8bWgpbnIa4",2021-07-31 07:26:11
"RT @stadiumastro: NUR DHABITAH IS THROUGH TO THE FINAL!

#Tokyo2020 #SokongMalaysia #GanbatteMalaysia https://t.co/F7reg8ztlu",2021-07-31 07:26:11
RT @yutohorigome: Many young athletes are competing in the Olympic Games for the first time. Join me and @AlibabaGroup in cheering for all…,2021-07-31 07:26:11
"RT @WBSC: First #Olympics2020 HR for @samuraijapan_pr is hit by Tetsuto YAMADA!!!!!!

#JPN 5-1 #MEX
Top 4th

#Tokyo2020 #Olympics #Baseball…",2021-07-31 07:26:10
"RT @TeamMsia: #Diving  | 31 Julai

3m Springboard (SF)
Kedudukan selepas 4 terjunan:

1️⃣ Tingmao Shi 🇨🇳 - 290.45
2️⃣ Han Wang 🇨🇳 - 274.85…",2021-07-31 07:26:10
"RT @volleyballworld: #TokyoHereWeGo MATCH UP: ARE YOU TEAM BRAZIL 🇧🇷 or TEAM SERBIA 🇷🇸?

🏐 LIVE SCORE ➡ https://t.co/KpYig2dCyq

📱 Download…",2021-07-31 07:26:10
"RT @BadmintonTalk: INDONESIA #INA Men's Singles Rises Again!

Anthony Sinisuka Ginting has become the FIRST Indonesian MS player to reach t…",2021-07-31 07:26:10
RT @dryedmangoez: Nesthy Petecio WINS! An amazing comeback in an exciting match which guarantees her a SILVER medal and a chance at the GOL…,2021-07-31 07:26:10
"RT @ddsportschannel: Big Game coming up #Tokyo2020 

#BADMINTON: Women's Singles semifinals will see PV Sindhu renew her rivalry with Tai T…",2021-07-31 07:26:09
"RT @sullivansa1: 6 women have gone under 11 secs in round 1 of 100mtr, if the weather stays dry could we see something in the 10.7's for a…",2021-07-31 07:26:09
@kelvinfiji Someone needs to write a story on their journey to #Tokyo2020 🤓 Thank you 🙌🏾.,2021-07-31 07:26:09
"RT @BadmintonTalk: Schedule of TEAM INDONESIA
Day 8: Saturday, 31 Jul 2021

All the best for our athletes in #Badminton #Athletics and #Sho…",2021-07-31 07:26:09
RT @ABSCBNNews: #LabanPilipinas: Carlo Paalam 🇵🇭 advances to the quarterfinals after winning in the Round of 16 of the men's flyweight vs A…,2021-07-31 07:26:09
"RT @SuperSportTV: 🥇 ETHIOPIA’S FINEST 🇪🇹

Selemon Barega produces an excellent run that sees him take gold in the men’s 10 000m at #Tokyo20…",2021-07-31 07:26:09
RT @AllanDarren: World champion @NakaayiH will start in lane 6 of the women’s 800m semifinal Heat 1 on Saturday at 2:50pm EAT. Ranked as wo…,2021-07-31 07:26:09
"RT @Gajjusay: #KamalpreetKaur, in her Olympic debut threw 64m.
Awesome performance. Waiting for Aug 2nd with a lot of excitement and hope #…",2021-07-31 07:26:09
"RT @WeAreTeamIndia: #TeamIndia  | #Tokyo2020 | #Athletics  

A 64m long throw lands National Record Holder #KamalpreetKaur in the Finals of…",2021-07-31 07:26:09
"RT @KirenRijiju: India is confirmed of 2nd Olympics medal🇮🇳
What a lovely Boxing from Lovlina🥊
@LovlinaBorgohai has reached semi-finals and…",2021-07-31 07:26:08
"RT @insidethegames: The #IOC has acknowledged current guidelines around transgender athletes are no longer fit for purpose, with an updated…",2021-07-31 07:26:08
"RT @Chandigarh_uni: Kamalpreet Kaur has qualified for Women’s Discus Throw finals at #Tokyo2020 
All our athletes are trying their best and…",2021-07-31 07:26:08
RT @narendramodi: Could not have asked for a happier start to @Tokyo2020! India is elated by @mirabai_chanu’s stupendous performance. Congr…,2021-07-31 07:26:07
"RT @BadmintonTalk: Anthony Sinisuka Ginting:""Of course I'm not trying to think about anything but I'm focusing on what is happening on cour…",2021-07-31 07:26:07
"RT @stadiumastro: NUR DHABITAH IS THROUGH TO THE FINAL!

#Tokyo2020 #SokongMalaysia #GanbatteMalaysia https://t.co/F7reg8ztlu",2021-07-31 07:26:07
"RT @WBSC: After 3 innings
#JPN 2-1 #MEX

SAKAMOTO diving!!!

#Tokyo2020 #Olympics #Baseball https://t.co/y8JLuPcQ4Y",2021-07-31 07:26:07
RT @tre_2021: The real estate sector and related companies are converging in Nanyuki for the @tre_2021. #TRE2021 #TokyoOlympics2020 #Tokyo2…,2021-07-31 07:26:06
"RT @stadiumastro: NUR DHABITAH IS THROUGH TO THE FINAL!

#Tokyo2020 #SokongMalaysia #GanbatteMalaysia https://t.co/F7reg8ztlu",2021-07-31 07:26:05
"RT @BadmintonTalk: ANOTHER HISTORY FOR INDONESIA!!

Greysia Polii/Apriyani Rahayu has become the

FIRST EVER Indonesian Women's Doubles pai…",2021-07-31 07:26:05
"RT @BadmintonTalk: ANOTHER HISTORY FOR INDONESIA!!

Greysia Polii/Apriyani Rahayu has become the

FIRST EVER Indonesian Women's Doubles pai…",2021-07-31 07:26:05
"RT @rapplerdotcom: EMOTIONAL WIN. 🥊💪🏻🇵🇭

Winning moment for Filipina boxer Nesthy Petecio as she now has a chance to capture another #gold…",2021-07-31 07:26:05
"RT @stadiumastro: NUR DHABITAH IS THROUGH TO THE FINAL!

#Tokyo2020 #SokongMalaysia #GanbatteMalaysia https://t.co/F7reg8ztlu",2021-07-31 07:26:05
"RT @BadmintonTalk: INDONESIA #INA Men's Singles Rises Again!

Anthony Sinisuka Ginting has become the FIRST Indonesian MS player to reach t…",2021-07-31 07:26:05
"RT @KirenRijiju: Kamalpreet Kaur has qualified for Women’s Discus Throw finals at #Tokyo2020 
India has never won an Olympic Medal in Athle…",2021-07-31 07:26:05
"RT @rapplerdotcom: A WIN AWAY FROM GOLD 🥊💪🏻🇵🇭

BREAKING NEWS. Philippines' Nesthy Petecio earns a spot in the gold-medal match of #Tokyo202…",2021-07-31 07:26:05
"RT @7olympics: Put this on repeat 😍

Kaylee McKeown shares the highest platform of the podium with Emily Seebohm 💚💛

#7Olympics | #Tokyo202…",2021-07-31 07:26:04
"Congratulations, Nesthy! The whole nation is so proud of you. Silver or Gold, it doesn't matter. Cheering for your… https://t.co/maJrfTJmxM",2021-07-31 07:26:04
"“Gold At last!” Hidilyn Diaz Wins First Olympic Gold Medal For Philippines.
@SportsNation @TwitterSports.… https://t.co/lO6rYrqsYP",2021-07-31 07:26:04
"RT @SuperSportTV: #Tokyo2020 - Men's 100m Preliminary Rounds:

🇿🇼 Ngoni Makusha
🇹🇬 Fabrice Dabla
🇬🇦 Guy Maganga Gorra
🇨🇩 Olivier Mwimba

Fo…",2021-07-31 07:26:04
"RT @stadiumastro: NUR DHABITAH IS THROUGH TO THE FINAL!

#Tokyo2020 #SokongMalaysia #GanbatteMalaysia https://t.co/F7reg8ztlu",2021-07-31 07:26:04
"RT @IParitalaSriram: Many Congratulations to @Pvsindhu1 on reaching the semifinals of #Tokyo2020  .
Go for the gold #Sindhu! 
#Cheer4India…",2021-07-31 07:26:04
"Eyes on this match, #GBR 🤘

#IREvGBR 🙌 #IND #Hockey #Olympics #Tokyo2020 https://t.co/5p1fvKHGtW",2021-07-31 07:26:04
"Universal Booksellers ,India Congratulates
Kamalpreet Kaur who has qualified for Women’s Discus Throw finals at… https://t.co/iwl3MbvWrf",2021-07-31 07:26:03
RT @sengfoo88: You love to see this. #Tokyo2020 https://t.co/ljn6ZfdF3Q,2021-07-31 07:26:03
"RT @Ra_THORe: Amazing performance! 
#KamalpreetKaur advances to Women’s Discus Throw finals at #Tokyo2020  

India’s daughters continue to…",2021-07-31 07:26:03
"RT @BadmintonNow: FINAAAAL😭😭😭❤️❤️❤️ 

#Badminton #Tokyo2020 https://t.co/rYdRzKiuj6",2021-07-31 07:26:03
"RT @BadmintonTalk: ANOTHER HISTORY FOR INDONESIA!!

Greysia Polii/Apriyani Rahayu has become the

FIRST EVER Indonesian Women's Doubles pai…",2021-07-31 07:26:03
"RT @phlemzy_king: Historic hat-trick! 🔥

Vandana Katariya becomes the first female #IND #Hockey player to score a hat-trick at the #Olympic…",2021-07-31 07:26:03
"RT @rapplerdotcom: EMOTIONAL WIN. 🥊💪🏻🇵🇭

Winning moment for Filipina boxer Nesthy Petecio as she now has a chance to capture another #gold…",2021-07-31 07:26:03
"RT @adroit_dcac: #PVSindu storms into semifinals at #Tokyo2020 
#Weadvisetoadvertise @IndianOlympians @Pvsindhu1",2021-07-31 07:26:02
RT @BJYM: Uttar Pradesh's Chief Minister Shri @myogiadityanath ji will join BJYM today in #BeLikeAnOlympian campaign to #Cheer4India at #To…,2021-07-31 07:26:02
RT @dryedmangoez: Nesthy Petecio WINS! An amazing comeback in an exciting match which guarantees her a SILVER medal and a chance at the GOL…,2021-07-31 07:26:02
"RT @BadmintonTalk: Anthony Ginting: ""The points were so close in the last game, both of use were nervous, wanting to win but when I won I j…",2021-07-31 07:26:02
"RT @TeamMsia: #Diving  | 31 Julai

3m Springboard (SF)
Kedudukan selepas 4 terjunan:

1️⃣ Tingmao Shi 🇨🇳 - 290.45
2️⃣ Han Wang 🇨🇳 - 274.85…",2021-07-31 07:26:02
"RT @TheSwiftSociety: 📰| American Swimmer Erica Sullivan, silver medalist at the #Olympics  #Tokyo2020 shares that she is a Swiftie!

“Love…",2021-07-31 07:26:02
RT @skymods: Dirty South Korean TV crew interfered with the game by lighting up the eyes of the Japanese players. The world now knows that…,2021-07-31 07:26:02
Go Nesthy! #NesthyPetecio #Tokyo2020,2021-07-31 07:26:02
"RT @BadmintonTalk: INDONESIA #INA Men's Singles Rises Again!

Anthony Sinisuka Ginting has become the FIRST Indonesian MS player to reach t…",2021-07-31 07:26:02
